County Name,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20,12/6/20,12/7/20,12/8/20,12/9/20,12/10/20,12/11/20,12/12/20,12/13/20,12/14/20,12/15/20,12/16/20,12/17/20,12/18/20,12/19/20,12/20/20,12/21/20,12/22/20,12/23/20,12/24/20,12/25/20,12/26/20,12/27/20,12/28/20,12/29/20,12/30/20,12/31/20,1/1/21,1/2/21,1/3/21,1/4/21,1/5/21,1/6/21,1/7/21,1/8/21,1/9/21,1/10/21,1/11/21,1/12/21,1/13/21,1/14/21,1/15/21,1/16/21,1/17/21,1/18/21,1/19/21,1/20/21,1/21/21,1/22/21,1/23/21,1/24/21,1/25/21,1/26/21,1/27/21,1/28/21,1/29/21,1/30/21,1/31/21,2/1/21,2/2/21,2/3/21,2/4/21,2/5/21,2/6/21,2/7/21,2/8/21,2/9/21,2/10/21,2/11/21,2/12/21,2/13/21,2/14/21,2/15/21,2/16/21,2/17/21,2/18/21,2/19/21,2/20/21,2/21/21,2/22/21,2/23/21,2/24/21,2/25/21,2/26/21,2/27/21,2/28/21,3/1/21,3/2/21,3/3/21,3/4/21,3/5/21,3/6/21,3/7/21,3/8/21,3/9/21,3/10/21,3/11/21,3/12/21,3/13/21,3/14/21,3/15/21,3/16/21,3/17/21,3/18/21,3/19/21,3/20/21,3/21/21,3/22/21,3/23/21,3/24/21,3/25/21,3/26/21,3/27/21,3/28/21,3/29/21,3/30/21,3/31/21,4/1/21,4/2/21,4/3/21,4/4/21,4/5/21,4/6/21,4/7/21,4/8/21,4/9/21,4/10/21,4/11/21,4/12/21,4/13/21,4/14/21,4/15/21,4/16/21,4/17/21,4/18/21,4/19/21,4/20/21,4/21/21,4/22/21,4/23/21,4/24/21,4/25/21,4/26/21,4/27/21,4/28/21,4/29/21,4/30/21,5/1/21,5/2/21,5/3/21,5/4/21,5/5/21,5/6/21,5/7/21,5/8/21,5/9/21,5/10/21,5/11/21,5/12/21,5/13/21,5/14/21,5/15/21,5/16/21,5/17/21,5/18/21,5/19/21,5/20/21,5/21/21,5/22/21,5/23/21,5/24/21,5/25/21,5/26/21,5/27/21,5/28/21,5/29/21,5/30/21,5/31/21,6/1/21,6/2/21,6/3/21,6/4/21,6/5/21,6/6/21,6/7/21,6/8/21,6/9/21,6/10/21,6/11/21,6/12/21,6/13/21,6/14/21,6/15/21,6/16/21,6/17/21,6/18/21,6/19/21,6/20/21,6/21/21,6/22/21,6/23/21,6/24/21,6/25/21,6/26/21,6/27/21,6/28/21,6/29/21,6/30/21,7/1/21,7/2/21,7/3/21,7/4/21,7/5/21,7/6/21,7/7/21,7/8/21,7/9/21,7/10/21,7/11/21,7/12/21,7/13/21,7/14/21,7/15/21,7/16/21,7/17/21,7/18/21,7/19/21,7/20/21,7/21/21,7/22/21,7/23/21,7/24/21,7/25/21,7/26/21,7/27/21,7/28/21,7/29/21,7/30/21,7/31/21,8/1/21,8/2/21,8/3/21,8/4/21,8/5/21,8/6/21,8/7/21,8/8/21,8/9/21,8/10/21,8/11/21,8/12/21,8/13/21,8/14/21,8/15/21,8/16/21,8/17/21,8/18/21,8/19/21,8/20/21,8/21/21,8/22/21,8/23/21,8/24/21,8/25/21,8/26/21,8/27/21,8/28/21,8/29/21,8/30/21,8/31/21,9/1/21,9/2/21,9/3/21,9/4/21,9/5/21,9/6/21,9/7/21,9/8/21,9/9/21,9/10/21,9/11/21,9/12/21,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21,9/21/21,9/22/21,9/23/21,9/24/21,9/25/21,9/26/21,9/27/21,9/28/21,9/29/21,9/30/21,10/1/21,10/2/21,10/3/21,10/4/21,10/5/21,10/6/21,10/7/21,10/8/21,10/9/21,10/10/21,10/11/21,10/12/21,10/13/21,10/14/21,10/15/21,10/16/21,10/17/21,10/18/21,10/19/21,10/20/21,10/21/21,10/22/21,10/23/21,10/24/21,10/25/21,10/26/21,10/27/21,10/28/21,10/29/21,10/30/21,10/31/21,11/1/21,11/2/21,11/3/21,11/4/21,11/5/21,11/6/21,11/7/21,11/8/21,11/9/21,11/10/21,11/11/21,11/12/21,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21,11/18/21,11/19/21,11/20/21,11/21/21,11/22/21,11/23/21,11/24/21,11/25/21,11/26/21,11/27/21,11/28/21,11/29/21,11/30/21,12/1/21,12/2/21,12/3/21,12/4/21,12/5/21,12/6/21,12/7/21,12/8/21,12/9/21,12/10/21,12/11/21,12/12/21,12/13/21,12/14/21,12/15/21,12/16/21,12/17/21,12/18/21,12/19/21,12/20/21,12/21/21,12/22/21,12/23/21,12/24/21,12/25/21,12/26/21,12/27/21,12/28/21,12/29/21,12/30/21,12/31/21,1/1/22,1/2/22,1/3/22,1/4/22,1/5/22,1/6/22,1/7/22,1/8/22,1/9/22,1/10/22,1/11/22,1/12/22,1/13/22,1/14/22,1/15/22,1/16/22,1/17/22,1/18/22
Abbeville County ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,4,4,5,5,5,5,5,5,6,7,7,7,9,9,9,10,10,10,15,17,17,18,22,23,24,24,24,29,29,29,31,31,31,33,33,33,33,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,35,37,39,42,42,44,46,46,47,47,49,51,58,60,60,62,62,63,67,70,73,73,73,73,86,86,86,86,91,99,100,103,103,106,113,113,119,118,119,124,134,134,137,138,141,150,153,157,162,165,169,175,184,189,241,245,248,254,259,263,268,268,268,278,281,281,287,289,297,300,303,312,321,324,335,335,346,353,353,353,360,362,363,366,371,376,381,385,388,388,388,393,394,404,406,415,418,434,439,450,462,462,464,467,467,467,469,478,488,491,492,498,500,515,530,530,531,532,538,548,553,569,578,579,579,582,591,595,606,633,638,640,651,662,672,687,687,692,693,694,694,701,703,707,711,713,716,718,723,733,739,747,754,760,768,779,789,801,805,806,808,812,820,826,836,839,840,844,849,855,864,864,866,866,866,866,887,887,887,887,914,934,934,934,960,961,961,967,972,978,989,1002,1032,1036,1052,1055,1058,1066,1079,1102,1108,1117,1125,1131,1134,1146,1163,1183,1189,1195,1204,1216,1216,1228,1250,1254,1264,1265,1275,1275,1282,1294,1301,1305,1316,1328,1347,1360,1383,1389,1391,1414,1443,1456,1472,1495,1498,1510,1581,1620,1635,1682,1707,1718,1733,1742,1759,1782,1830,1843,1848,1856,1873,1887,1948,1972,1989,2002,2008,2024,2045,2067,2097,2117,2119,2124,2130,2146,2159,2174,2184,2191,2192,2200,2207,2216,2224,2235,2236,2237,2243,2252,2267,2280,2284,2285,2286,2292,2301,2308,2327,2330,2333,2338,2347,2349,2352,2359,2368,2374,2376,2380,2403,2406,2417,2418,2426,2426,2427,2429,2435,2447,2447,2459,2467,2481,2485,2494,2501,2502,2504,2506,2510,2511,2519,2523,2527,2530,2530,2534,2534,2536,2538,2541,2542,2545,2548,2549,2557,2559,2560,2563,2564,2563,2567,2569,2570,2570,2570,2572,2574,2576,2578,2579,2580,2580,2581,2582,2583,2583,2586,2587,2587,2588,2590,2593,2595,2596,2597,2597,2597,2598,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2598,2598,2598,2598,2598,2598,2598,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2596,2596,2597,2598,2598,2598,2598,2605,2606,2609,2612,2614,2614,2614,2622,2624,2624,2632,2645,2645,2645,2656,2666,2673,2681,2682,2682,2682,2700,2704,2711,2718,2731,2731,2731,2770,2777,2783,2793,2809,2809,2809,2857,2866,2874,2896,2918,2918,2918,2977,3010,3019,3041,3068,3068,3068,3145,3172,3183,3193,3208,3208,3208,3345,3365,3365,3383,3426,3426,3426,3463,3472,3479,3499,3519,3519,3519,3569,3580,3592,3604,3623,3623,3623,3662,3665,3672,3686,3699,3699,3699,3727,3738,3741,3748,3764,3764,3764,3791,3793,3802,3805,3817,3817,3817,3825,3827,3829,3829,3831,3831,3831,3843,3844,3845,3852,3854,3854,3854,3873,3875,3879,3879,3883,3883,3883,3893,3893,3895,3900,3906,3906,3906,3922,3926,3926,3928,3939,3939,3939,3958,3959,3964,3972,3977,3977,3977,3977,4000,4013,4024,4032,4032,4032,4070,4074,4083,4090,4104,4104,4104,4128,4137,4147,4157,4157,4157,4157,4157,4157,4207,4234,4282,4282,4282,4282,4394,4407,4448,4533,4533,4533,4808,4846,4878,4931,5004,5004,5004,5004,5513
Aiken County ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,6,7,9,9,13,18,22,22,24,27,27,28,32,42,48,48,50,51,60,60,63,66,67,69,70,70,82,84,86,89,89,92,94,97,99,101,105,108,108,108,108,109,112,116,118,119,123,132,135,137,150,154,155,156,160,161,166,169,173,178,181,184,189,191,197,197,206,207,207,207,207,207,208,212,213,216,222,225,228,232,234,240,246,256,261,267,274,279,281,302,314,325,335,345,358,387,406,434,451,488,507,516,530,545,575,599,634,695,732,797,870,899,920,984,1016,1037,1047,1085,1097,1131,1165,1224,1264,1310,1346,1377,1414,1456,1491,1505,1540,1592,1664,1710,1710,1868,1883,1934,2017,2017,2047,2096,2121,2137,2155,2172,2184,2207,2224,2237,2239,2255,2277,2293,2312,2325,2354,2364,2369,2378,2409,2420,2432,2444,2451,2457,2464,2473,2485,2502,2511,2525,2540,2556,2577,2596,2619,2671,2681,3999,4025,4053,4092,4135,4149,4160,4208,4281,4290,4319,4377,4384,4399,4417,4432,4462,4474,4496,4509,4526,4542,4644,4683,4713,4736,4760,4776,4816,4830,4864,4890,4907,4934,4947,4989,5016,5051,5075,5111,5140,5160,5210,5243,5281,5330,5365,5387,5404,5469,5493,5534,5582,5650,5688,5688,5688,5688,5875,5875,5875,5875,6103,6219,6219,6219,6309,6330,6330,6406,6424,6492,6574,6665,6791,6892,6963,7064,7122,7171,7331,7438,7551,7622,7696,7840,7922,8035,8159,8214,8264,8317,8494,8576,8576,8665,8829,8878,8951,9036,9156,9156,9319,9536,9615,9654,9715,9824,9988,10190,10287,10396,10461,10572,10712,10821,10985,11139,11274,11380,11474,11559,11704,11809,11989,12147,12259,12410,12596,12753,12869,12982,13112,13191,13292,13397,13486,13592,13713,13817,13880,13983,14095,14203,14333,14487,14566,14643,14755,14853,14967,15145,15268,15374,15450,15545,15573,15614,15674,15731,15816,15841,15879,15951,16016,16041,16060,16087,16097,16107,16123,16138,16159,16184,16200,16217,16234,16277,16301,16330,16340,16348,16362,16388,16410,16418,16439,16456,16468,16477,16495,16509,16534,16554,16554,16576,16602,16616,16635,16661,16684,16707,16723,16744,16772,16800,16829,16852,16880,16891,16898,16921,16950,16974,16994,17022,17036,17047,17068,17086,17102,17130,17152,17180,17185,17202,17220,17243,17251,17262,17269,17274,17286,17304,17329,17361,17373,17380,17381,17390,17396,17411,17428,17436,17456,17461,17478,17485,17505,17514,17515,17516,17516,17521,17510,17498,17505,17504,17503,17507,17514,17505,17506,17506,17511,17518,17518,17519,17515,17511,17511,17511,17512,17520,17539,17543,17542,17542,17542,17548,17548,17548,17553,17561,17561,17561,17594,17597,17598,17607,17615,17615,17615,17641,17648,17660,17671,17690,17690,17690,17738,17738,17776,17807,17846,17846,17846,17982,18006,18084,18162,18252,18252,18252,18444,18500,18592,18713,18869,18869,18869,19163,19244,19388,19522,19677,19677,19677,20040,20122,20314,20435,20631,20631,20631,21079,21203,21369,21531,21742,21742,21742,22180,22328,22556,22717,22920,22920,22920,23424,23498,23547,23684,23850,23850,23850,24334,24440,24560,24656,24821,24821,24821,25083,25148,25238,25312,25397,25397,25397,25644,25699,25771,25837,25922,25922,25922,26115,26161,26207,26260,26301,26301,26301,26454,26477,26496,26537,26575,26575,26575,26672,26680,26767,26785,26801,26801,26801,26837,26856,26867,26880,26928,26928,26928,26978,26990,27009,27025,27048,27048,27048,27090,27094,27136,27136,27178,27178,27178,27234,27234,27276,27288,27307,27307,27307,27385,27396,27396,27437,27477,27477,27477,27534,27550,27590,27617,27639,27639,27639,27639,27705,27726,27740,27772,27772,27772,27818,27828,27850,27892,27953,27953,27953,28052,28058,28106,28150,28150,28150,28150,28150,28150,28531,28698,28969,28969,28969,28969,29731,29947,30238,30463,30463,30463,31479,31667,31914,32331,32748,32748,32748,32748,34396
Allendale County ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,4,4,5,5,5,5,5,6,6,6,6,6,6,7,8,8,8,8,10,10,10,11,11,12,14,18,18,19,23,24,25,26,27,29,29,30,31,33,33,33,33,34,34,34,34,34,34,34,34,34,35,35,38,38,39,39,39,39,39,39,39,39,40,40,40,40,40,41,41,41,45,45,45,46,46,46,47,47,48,48,48,48,50,58,58,58,61,64,64,64,73,75,83,85,88,92,92,101,112,114,122,125,129,132,136,136,139,146,151,159,163,172,173,179,189,193,195,196,204,216,216,221,228,232,242,242,243,244,250,253,254,254,260,266,270,272,275,279,283,285,286,289,291,294,294,294,300,302,303,306,313,313,313,313,314,315,319,325,335,336,343,349,355,356,357,362,371,378,381,381,383,388,396,396,396,397,401,402,403,405,408,408,408,410,413,421,421,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,426,428,428,437,438,438,438,438,438,438,440,440,440,440,440,440,442,442,442,442,442,443,443,443,445,445,445,447,447,449,449,449,455,456,458,460,464,464,465,466,470,471,471,474,476,483,485,485,487,492,492,493,493,499,504,504,506,507,511,511,514,524,529,535,538,541,551,557,569,570,576,582,587,599,615,625,631,644,644,647,650,658,662,664,665,670,675,679,683,694,697,706,709,712,729,731,739,743,750,753,753,760,766,779,780,790,793,793,797,815,822,826,833,836,839,843,846,851,857,865,869,871,875,876,878,878,879,879,879,881,883,883,883,883,883,885,886,887,887,887,888,888,888,888,888,889,892,892,892,892,893,896,896,899,901,901,902,903,904,905,905,905,905,905,905,905,906,906,906,906,907,909,909,912,912,913,914,915,915,915,917,917,917,918,919,924,925,928,929,930,930,930,931,936,937,938,940,941,943,944,945,946,946,946,946,946,947,947,947,947,947,948,948,949,949,948,948,948,948,950,950,950,951,952,952,951,949,948,948,948,948,948,948,947,946,946,946,946,946,946,946,945,945,945,945,945,945,946,946,946,946,947,947,948,950,951,951,951,956,960,961,962,963,963,963,968,969,971,971,972,972,972,984,985,989,992,996,996,996,1006,1007,1010,1013,1022,1022,1022,1033,1035,1040,1043,1052,1052,1052,1084,1095,1095,1098,1114,1114,1114,1168,1179,1182,1183,1203,1203,1203,1221,1231,1232,1236,1243,1243,1243,1277,1281,1282,1283,1287,1287,1287,1297,1298,1300,1303,1310,1310,1310,1317,1321,1322,1322,1326,1326,1326,1331,1332,1333,1334,1336,1336,1336,1339,1340,1340,1340,1341,1341,1341,1344,1344,1345,1345,1345,1345,1345,1347,1347,1347,1346,1346,1346,1346,1347,1347,1347,1349,1348,1348,1348,1351,1354,1354,1354,1355,1355,1355,1355,1355,1358,1358,1358,1358,1358,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1362,1362,1362,1362,1371,1371,1371,1377,1377,1377,1385,1385,1385,1385,1386,1386,1386,1390,1389,1389,1393,1393,1393,1393,1393,1393,1400,1399,1408,1408,1408,1408,1442,1443,1457,1463,1463,1463,1551,1575,1598,1618,1668,1668,1668,1668,1777
Anderson County ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,6,10,10,15,16,19,20,20,24,24,31,39,47,57,62,68,69,72,75,85,96,100,100,106,109,111,114,119,127,132,132,132,132,135,137,138,138,138,149,152,157,160,164,169,171,171,172,173,181,181,184,185,186,188,191,201,202,206,206,206,211,213,217,218,218,218,218,221,222,226,234,239,239,241,244,247,261,263,269,279,280,287,287,295,306,316,341,347,352,361,375,400,423,441,461,483,505,508,525,552,563,578,608,635,676,742,761,777,798,824,886,908,943,995,1021,1067,1134,1177,1247,1299,1351,1383,1424,1487,1519,1572,1625,1658,1678,1738,1793,1815,1881,1938,2057,2064,2100,2152,2175,2232,2318,2318,2335,2350,2405,2489,2489,2537,2591,2599,2605,2667,2735,2761,2805,2852,2879,2893,2942,2978,2997,3065,3121,3146,3167,3203,3246,3288,3320,3340,3360,3389,3400,3404,3408,3531,3581,3695,3729,3775,3814,3889,3941,4002,4028,4043,4134,4215,4277,4332,4452,4463,4501,4540,4556,4561,4637,4705,4733,4757,4808,4837,4893,4935,4963,5006,5018,5045,5076,5111,5155,5193,5219,5241,5275,5329,5382,5438,5486,5566,5622,5678,5760,5840,5901,5954,6051,6083,6150,6189,6237,6332,6427,6465,6500,6589,6652,6729,6835,6923,7016,7016,7016,7016,7273,7273,7273,7273,7579,7751,7751,7751,7958,7998,7998,8084,8167,8277,8366,8489,8627,8741,8847,8939,9051,9173,9314,9403,9545,9667,9758,9926,10080,10239,10419,10558,10685,10781,10965,11081,11081,11235,11614,11691,11761,11889,12054,12054,12297,12659,12770,12865,13044,13230,13506,13584,13820,13918,14002,14275,14498,14737,15040,15353,15484,15596,15776,15953,16141,16342,16552,16660,16717,16843,17048,17224,17394,17547,17626,17674,17817,17959,18116,18209,18327,18389,18450,18589,18697,18801,18943,19116,19160,19211,19281,19390,19476,19613,19717,19823,19867,20007,20148,20236,20312,20367,20409,20436,20489,20560,20630,20656,20721,20738,20785,20876,20928,20980,21023,21071,21082,21091,21135,21188,21252,21302,21340,21365,21389,21426,21459,21530,21577,21630,21662,21680,21724,21787,21843,21901,21901,21947,21977,22009,22030,22063,22092,22106,22130,22162,22185,22215,22242,22264,22296,22328,22345,22365,22412,22441,22468,22487,22499,22519,22553,22581,22613,22650,22669,22689,22713,22725,22736,22795,22818,22844,22865,22878,22894,22910,22933,22983,23002,23022,23037,23055,23069,23080,23093,23103,23121,23124,23131,23146,23159,23170,23175,23182,23182,23201,23205,23212,23226,23234,23235,23237,23246,23249,23258,23258,23261,23267,23268,23268,23270,23273,23273,23273,23286,23286,23288,23289,23291,23291,23291,23293,23298,23299,23302,23301,23301,23301,23300,23300,23303,23307,23320,23320,23320,23338,23347,23356,23379,23394,23394,23394,23439,23445,23461,23495,23535,23535,23535,23649,23674,23705,23736,23826,23826,23826,23985,24053,24096,24203,24312,24312,24312,24630,24722,24835,24934,25124,25124,25124,25600,25690,25815,25939,26186,26186,26186,26751,26901,27062,27229,27635,27635,27635,28333,28545,28802,29026,29453,29453,29453,30265,30427,30559,30689,30919,30919,30919,31830,32004,32114,32313,32556,32556,32556,33139,33279,33401,33556,33812,33812,33812,34273,34362,34429,34550,34723,34723,34723,35094,35168,35226,35313,35414,35414,35414,35655,35691,35718,35787,35853,35853,35853,36066,36096,36144,36209,36266,36266,36266,36386,36410,36437,36473,36570,36570,36570,36692,36710,36730,36762,36795,36795,36795,36897,36916,36926,36926,37032,37032,37032,37110,37110,37152,37191,37232,37232,37232,37359,37384,37384,37404,37451,37451,37451,37601,37627,37671,37709,37770,37770,37770,37770,38029,38057,38117,38200,38200,38200,38406,38442,38489,38535,38610,38610,38610,38822,38888,38942,39027,39027,39027,39027,39027,39027,39600,39779,40080,40080,40080,40080,41326,41472,42062,42592,42592,42592,44425,44626,44877,45624,46573,46573,46573,46573,49551
Bamberg County ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,9,10,10,12,12,13,13,14,14,14,15,16,16,16,16,16,16,16,17,17,18,18,20,20,20,20,21,21,21,21,21,22,22,22,23,26,30,32,32,36,36,36,36,39,40,41,45,48,50,50,53,54,60,66,66,67,76,79,83,84,91,103,113,117,130,140,144,147,148,151,154,158,160,171,184,199,206,223,240,247,261,303,311,320,328,335,347,356,360,369,382,385,412,421,432,439,443,443,449,452,466,466,473,479,480,482,482,484,485,490,490,493,495,499,504,513,516,519,523,523,524,530,536,538,543,543,548,549,553,556,560,561,561,562,566,571,580,583,584,588,590,599,603,610,614,614,622,629,635,640,642,645,648,648,648,648,648,650,650,650,655,655,656,657,657,657,659,662,665,665,666,669,670,670,673,678,682,685,686,692,693,695,695,695,695,697,698,698,698,698,698,698,699,700,702,702,704,706,708,709,711,711,711,711,716,716,716,716,729,736,736,736,743,744,744,749,749,753,757,764,773,779,785,792,800,805,812,821,828,829,837,841,851,865,867,873,878,883,889,893,893,903,927,931,945,948,957,957,965,984,988,1000,1009,1020,1032,1041,1048,1058,1060,1073,1080,1088,1102,1121,1134,1142,1145,1157,1163,1169,1184,1192,1198,1210,1219,1228,1241,1249,1255,1262,1271,1278,1294,1302,1310,1318,1328,1336,1349,1367,1376,1385,1391,1400,1405,1408,1413,1419,1427,1432,1436,1444,1447,1454,1455,1462,1464,1466,1470,1475,1478,1480,1481,1484,1485,1486,1486,1487,1488,1490,1490,1492,1493,1493,1494,1497,1498,1498,1498,1502,1502,1503,1505,1505,1507,1507,1507,1512,1515,1515,1515,1517,1518,1521,1523,1523,1526,1527,1528,1529,1530,1533,1533,1534,1534,1534,1535,1537,1539,1540,1540,1544,1545,1545,1545,1548,1552,1553,1556,1556,1558,1561,1563,1565,1566,1567,1569,1571,1571,1571,1570,1578,1579,1580,1580,1581,1581,1581,1582,1584,1584,1587,1587,1588,1589,1589,1593,1592,1592,1592,1591,1592,1593,1594,1594,1595,1595,1595,1598,1598,1598,1599,1599,1598,1599,1598,1598,1598,1600,1600,1600,1599,1599,1599,1599,1598,1598,1598,1598,1598,1598,1598,1598,1599,1599,1599,1600,1600,1600,1600,1601,1601,1600,1601,1601,1601,1606,1607,1609,1609,1609,1609,1609,1611,1612,1615,1618,1619,1619,1619,1628,1629,1631,1633,1637,1637,1637,1648,1649,1656,1668,1670,1670,1670,1681,1685,1688,1698,1701,1701,1701,1737,1741,1746,1764,1772,1772,1772,1796,1810,1827,1844,1849,1849,1849,1900,1908,1933,1940,1947,1947,1947,1975,1987,1988,2000,2009,2009,2009,2026,2032,2042,2048,2052,2052,2052,2072,2074,2073,2077,2081,2081,2081,2084,2085,2086,2087,2095,2095,2095,2108,2110,2116,2117,2125,2125,2125,2131,2132,2137,2141,2143,2143,2143,2150,2153,2155,2156,2158,2158,2158,2163,2163,2165,2165,2166,2166,2166,2167,2167,2168,2168,2170,2170,2170,2175,2175,2175,2175,2177,2177,2177,2177,2177,2177,2178,2180,2180,2180,2180,2180,2181,2181,2181,2181,2181,2181,2186,2187,2189,2188,2188,2188,2199,2201,2201,2202,2204,2204,2204,2209,2209,2209,2215,2215,2215,2215,2215,2215,2225,2234,2253,2253,2253,2253,2317,2331,2379,2398,2398,2398,2536,2561,2582,2634,2696,2696,2696,2696,2888
